case_id,model,setting,gold,pred,correct,requested_model,returned_model,raw_output,latency,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens,attempts,error
75,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.283,708,5,0,713,1,
75,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.44,726,5,0,731,1,
76,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.905,804,41,30,845,1,
76,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.266,786,5,0,791,1,
76,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.745,804,5,0,809,1,
77,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.938,811,34,24,845,1,
77,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.116,793,5,0,798,1,
77,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.417,811,5,0,816,1,
78,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.939,792,45,34,837,1,
78,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.391,774,5,0,779,1,
78,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.474,792,5,0,797,1,
79,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.91,659,35,24,694,1,
79,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.281,641,5,0,646,1,
79,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.228,659,5,0,664,1,
80,gpt-5.6,S1,A,B,False,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.983,701,49,38,750,1,
80,gpt-5.6,S2,A,B,False,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.007,683,5,0,688,1,
80,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.392,701,5,0,706,1,
81,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.442,699,5,0,704,1,
81,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.832,681,5,0,686,1,
81,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.349,699,5,0,704,1,
82,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.12,705,69,58,774,1,
82,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.207,687,5,0,692,1,
82,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.572,705,5,0,710,1,
83,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.868,574,5,0,579,1,
83,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.235,556,5,0,561,1,
83,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.661,574,5,0,579,1,
84,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.266,670,5,0,675,1,
84,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.076,652,5,0,657,1,
84,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.476,670,5,0,675,1,
85,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.822,758,39,28,797,1,
85,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.014,740,5,0,745,1,
85,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.411,758,5,0,763,1,
86,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.58,866,5,0,871,1,
86,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.055,848,5,0,853,1,
86,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.242,866,5,0,871,1,
87,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.729,791,4,0,795,1,
87,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.524,773,5,0,778,1,
87,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.494,791,5,0,796,1,
88,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.606,703,37,26,740,1,
88,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.439,685,5,0,690,1,
88,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.07,703,5,0,708,1,
89,gpt-5.6,S1,A,B,False,gpt-5.6,gpt-5.6-sol-2026-07-09,B,3.22,722,122,111,844,1,
89,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.485,704,5,0,709,1,
89,gpt-5.6,S3,A,B,False,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.763,722,5,0,727,1,
90,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.806,522,5,0,527,1,
90,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.273,504,5,0,509,1,
90,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.017,522,5,0,527,1,
91,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.604,782,33,23,815,1,
91,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.505,764,5,0,769,1,
91,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.679,782,5,0,787,1,
92,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.881,758,5,0,763,1,
92,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.657,740,5,0,745,1,
92,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.16,758,5,0,763,1,
93,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.82,748,5,0,753,1,
93,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.621,730,5,0,735,1,
93,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.355,748,5,0,753,1,
94,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.643,669,5,0,674,1,
94,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.324,651,5,0,656,1,
94,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.436,669,5,0,674,1,
95,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.81,835,41,31,876,1,
95,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.227,817,5,0,822,1,
95,gpt-5.6,S3,B,A,False,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.101,835,5,0,840,1,
96,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,4.328,744,177,166,921,1,
96,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.328,726,5,0,731,1,
96,gpt-5.6,S3,C,D,False,gpt-5.6,gpt-5.6-sol-2026-07-09,D,2.033,744,5,0,749,1,
97,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.759,799,5,0,804,1,
97,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,5.296,781,5,0,786,1,
97,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.075,799,5,0,804,1,
98,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.489,570,42,31,612,1,
98,gpt-5.6,S2,B,A,False,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.599,552,5,0,557,1,
98,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.371,570,5,0,575,1,
99,gpt-5.6,S1,A,B,False,gpt-5.6,gpt-5.6-sol-2026-07-09,B,3.162,671,120,109,791,1,
99,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.218,653,5,0,658,1,
99,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.59,671,5,0,676,1,
100,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.364,702,5,0,707,1,
100,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.834,684,5,0,689,1,
100,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.233,702,5,0,707,1,
101,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.491,728,66,56,794,1,
101,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.635,710,5,0,715,1,
101,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.254,728,5,0,733,1,
102,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.594,698,5,0,703,1,
102,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.846,680,5,0,685,1,
102,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.661,698,5,0,703,1,
103,gpt-5.6,S1,B,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,3.938,628,121,110,749,1,
103,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.681,610,5,0,615,1,
103,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.305,628,5,0,633,1,
104,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,3.261,769,74,64,843,1,
104,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.084,751,5,0,756,1,
104,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.677,769,5,0,774,1,
105,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.99,709,5,0,714,1,
105,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.257,691,5,0,696,1,
105,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.326,709,5,0,714,1,
106,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.403,756,5,0,761,1,
106,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.83,738,5,0,743,1,
106,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.251,756,5,0,761,1,
107,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.506,653,5,0,658,1,
107,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.452,635,5,0,640,1,
107,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.192,653,5,0,658,1,
108,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,3.032,723,120,110,843,1,
108,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.338,705,5,0,710,1,
108,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.172,723,5,0,728,1,
109,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.302,668,5,0,673,1,
109,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.578,650,5,0,655,1,
109,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,0.934,668,5,0,673,1,
110,gpt-5.6,S1,C,A,False,gpt-5.6,gpt-5.6-sol-2026-07-09,A,3.184,695,140,129,835,1,
110,gpt-5.6,S2,C,A,False,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.699,677,5,0,682,1,
110,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.145,695,5,0,700,1,
111,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.301,781,4,0,785,1,
111,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,8.517,763,5,0,768,1,
111,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.411,781,5,0,786,1,
112,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.266,553,34,23,587,1,
112,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.465,535,5,0,540,1,
112,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.155,553,5,0,558,1,
113,gpt-5.6,S1,B,A,False,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.994,643,4,0,647,1,
113,gpt-5.6,S2,B,A,False,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.121,625,5,0,630,1,
113,gpt-5.6,S3,B,A,False,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.443,643,5,0,648,1,
114,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.749,791,87,76,878,1,
114,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.616,773,5,0,778,1,
114,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.733,791,5,0,796,1,
115,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.266,636,49,38,685,1,
115,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.408,618,5,0,623,1,
115,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.724,636,5,0,641,1,
116,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.616,829,5,0,834,1,
116,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.309,811,5,0,816,1,
116,gpt-5.6,S3,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.457,829,5,0,834,1,
117,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,3.251,535,109,98,644,1,
117,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,5.009,517,5,0,522,1,
117,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.617,535,5,0,540,1,
118,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.925,768,78,67,846,1,
118,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.538,750,5,0,755,1,
118,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.342,768,5,0,773,1,
119,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.802,740,38,27,778,1,
119,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.257,722,5,0,727,1,
119,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.32,740,5,0,745,1,
120,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.595,569,27,16,596,1,
120,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.192,551,5,0,556,1,
120,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.329,569,5,0,574,1,
121,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,3.062,721,95,85,816,1,
121,gpt-5.6,S2,A,B,False,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.997,703,5,0,708,1,
121,gpt-5.6,S3,A,B,False,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.311,721,5,0,726,1,
122,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.243,831,5,0,836,1,
122,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.119,813,5,0,818,1,
122,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,0.995,831,5,0,836,1,
123,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.861,660,84,73,744,1,
123,gpt-5.6,S2,C,A,False,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.125,642,5,0,647,1,
123,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.274,660,5,0,665,1,
124,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.933,685,49,38,734,1,
124,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.539,667,5,0,672,1,
124,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.419,685,5,0,690,1,
125,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.484,694,5,0,699,1,
125,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.436,676,5,0,681,1,
125,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.521,694,5,0,699,1,
126,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.742,700,55,44,755,1,
126,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.92,682,5,0,687,1,
126,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.177,700,5,0,705,1,
127,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.053,775,36,25,811,1,
127,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.514,757,5,0,762,1,
127,gpt-5.6,S3,B,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.069,775,5,0,780,1,
128,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.177,700,5,0,705,1,
128,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.143,682,5,0,687,1,
128,gpt-5.6,S3,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.589,700,5,0,705,1,
129,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,4.801,736,205,194,941,1,
129,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.191,718,5,0,723,1,
129,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.237,736,5,0,741,1,
130,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.204,622,59,48,681,1,
130,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.287,604,5,0,609,1,
130,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.024,622,5,0,627,1,
131,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.889,727,96,85,823,1,
131,gpt-5.6,S2,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.67,709,5,0,714,1,
131,gpt-5.6,S3,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.574,727,5,0,732,1,
132,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.607,632,5,0,637,1,
132,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.251,614,5,0,619,1,
132,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.54,632,5,0,637,1,
133,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.218,641,5,0,646,1,
133,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.629,623,5,0,628,1,
133,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.252,641,5,0,646,1,
134,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.349,626,54,43,680,1,
134,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.633,608,5,0,613,1,
134,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.283,626,5,0,631,1,
135,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,3.056,792,118,107,910,1,
135,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.618,774,5,0,779,1,
135,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.149,792,5,0,797,1,
136,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.521,535,4,0,539,1,
136,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.298,517,5,0,522,1,
136,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,3.24,535,5,0,540,1,
137,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.843,748,30,20,778,1,
137,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.463,730,5,0,735,1,
137,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.218,748,5,0,753,1,
138,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.448,839,76,65,915,1,
138,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,0.99,821,5,0,826,1,
138,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.302,839,5,0,844,1,
139,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.582,776,5,0,781,1,
139,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.283,758,5,0,763,1,
139,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.326,776,5,0,781,1,
140,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,3.063,636,75,64,711,1,
140,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.382,618,5,0,623,1,
140,gpt-5.6,S3,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.132,636,5,0,641,1,
141,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.463,611,5,0,616,1,
141,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.615,593,5,0,598,1,
141,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.614,611,5,0,616,1,
142,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.901,616,38,28,654,1,
142,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.121,598,5,0,603,1,
142,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.446,616,5,0,621,1,
143,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.189,718,5,0,723,1,
143,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.647,700,5,0,705,1,
143,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.195,718,5,0,723,1,
144,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.275,772,5,0,777,1,
144,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.769,754,5,0,759,1,
144,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.326,772,5,0,777,1,
145,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,3.774,646,146,136,792,1,
145,gpt-5.6,S2,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.155,628,5,0,633,1,
145,gpt-5.6,S3,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.566,646,5,0,651,1,
146,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.58,701,28,17,729,1,
146,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.319,683,5,0,688,1,
146,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.215,701,5,0,706,1,
147,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.457,803,4,0,807,1,
147,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.468,785,5,0,790,1,
147,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.963,803,5,0,808,1,
148,gpt-5.6,S1,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,3.886,603,135,125,738,1,
148,gpt-5.6,S2,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.316,585,5,0,590,1,
148,gpt-5.6,S3,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.278,603,5,0,608,1,
149,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.679,602,4,0,606,1,
149,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.333,584,5,0,589,1,
149,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.4,602,5,0,607,1,
