case_id,model,setting,gold,pred,correct,requested_model,returned_model,raw_output,latency,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens,attempts,error
95,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,2.249,723,18,14,741,1,
95,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,45.702,723,47,44,770,1,
95,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,14.294,723,3,0,726,1,
96,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,5.156,614,32,29,646,1,
96,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,3.678,614,13,10,627,1,
96,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,12.945,614,17,13,631,1,
97,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,3.973,649,44,41,693,1,
97,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,6.997,649,33,30,682,1,
97,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,3.78,649,21,18,670,1,
98,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,5.078,491,43,38,534,1,
98,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,11.517,491,53,48,544,1,
98,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,2.99,491,26,22,517,1,
99,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,7.801,582,73,70,655,1,
99,glm-5.3,S5,A,B,False,glm-5.3,glm-5.3,B,2.65,582,16,12,598,1,
99,glm-5.3,S6,A,B,False,glm-5.3,glm-5.3,B,4.782,582,28,24,610,1,
100,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,4.56,580,59,56,639,1,
100,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,4.053,580,56,52,636,1,
100,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,5.189,580,34,30,614,1,
101,glm-5.3,S4,C,B,False,glm-5.3,glm-5.3,B,5.342,603,56,52,659,1,
101,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,3.397,603,56,52,659,1,
101,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,5.448,603,62,59,665,1,
102,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,5.479,579,26,23,605,1,
102,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,9.461,579,15,11,594,1,
102,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,3.535,579,14,10,593,1,
103,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,5.133,541,61,57,602,1,
103,glm-5.3,S5,B,A,False,glm-5.3,glm-5.3,A,4.24,541,3,0,544,1,
103,glm-5.3,S6,B,A,False,glm-5.3,glm-5.3,A,3.895,541,63,60,604,1,
104,glm-5.3,S4,C,A,False,glm-5.3,glm-5.3,A,4.463,623,79,76,702,1,
104,glm-5.3,S5,C,B,False,glm-5.3,glm-5.3,B,3.504,623,3,0,626,1,
104,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,5.624,623,175,172,798,1,
105,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,5.189,590,3,0,593,1,
105,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,8.798,590,12,8,602,1,
105,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,1.79,590,3,0,593,1,
106,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,1.91,648,3,0,651,1,
106,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,3.379,648,41,38,689,1,
106,glm-5.3,S6,A,C,False,glm-5.3,glm-5.3,C,15.457,648,3,0,651,1,
107,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.006,536,3,0,539,1,
107,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.655,536,3,0,539,1,
107,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,9.076,536,3,0,539,1,
108,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,1.819,582,3,0,585,1,
108,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,5.394,582,32,28,614,1,
108,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,9.779,582,93,90,675,1,
109,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,6.122,553,3,0,556,1,
109,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,3.354,553,10,7,563,1,
109,glm-5.3,S6,A,B,False,glm-5.3,glm-5.3,B,2.706,553,3,0,556,1,
110,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,9.683,571,38,35,609,1,
110,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.668,571,32,29,603,1,
110,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,4.957,571,29,26,600,1,
111,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,4.43,657,40,36,697,1,
111,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.187,657,15,12,672,1,
111,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,1.783,657,3,0,660,1,
112,glm-5.3,S4,B,C,False,glm-5.3,glm-5.3,C,3.935,460,66,63,526,1,
112,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,5.649,460,35,32,495,1,
112,glm-5.3,S6,B,C,False,glm-5.3,glm-5.3,C,11.746,460,47,44,507,1,
113,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,1.719,545,3,0,548,1,
113,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,3.904,545,3,0,548,1,
113,glm-5.3,S6,B,A,False,glm-5.3,glm-5.3,A,1.837,545,3,0,548,1,
114,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,5.951,641,94,91,735,1,
114,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,2.699,641,19,15,660,1,
114,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,5.01,641,29,25,670,1,
115,glm-5.3,S4,A,B,False,glm-5.3,glm-5.3,B,5.4,544,3,0,547,1,
115,glm-5.3,S5,A,B,False,glm-5.3,glm-5.3,B,2.687,544,3,0,547,1,
115,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,2.232,544,3,0,547,1,
116,glm-5.3,S4,A,C,False,glm-5.3,glm-5.3,C,9.454,692,37,34,729,1,
116,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,10.582,692,27,24,719,1,
116,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,13.432,692,3,0,695,1,
117,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,3.668,454,73,69,527,1,
117,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,3.12,454,31,26,485,1,
117,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,6.184,454,42,39,496,1,
118,glm-5.3,S4,A,B,False,glm-5.3,glm-5.3,B,2.703,644,3,0,647,1,
118,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,8.986,644,3,0,647,1,
118,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,14.7,644,72,69,716,1,
119,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,3.912,604,3,0,607,1,
119,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,4.694,604,61,57,665,1,
119,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,2.928,604,45,42,649,1,
120,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,9.031,493,18,13,511,1,
120,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,3.218,493,3,0,496,1,
120,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,17.309,493,3,0,496,1,
121,glm-5.3,S4,A,B,False,glm-5.3,glm-5.3,B,3.132,590,3,0,593,1,
121,glm-5.3,S5,A,B,False,glm-5.3,glm-5.3,B,10.235,590,61,58,651,1,
121,glm-5.3,S6,A,B,False,glm-5.3,glm-5.3,B,3.301,590,53,50,643,1,
122,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,13.619,676,4,1,680,1,
122,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,3.139,676,3,0,679,1,
122,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.406,676,18,15,694,1,
123,glm-5.3,S4,C,B,False,glm-5.3,glm-5.3,B,6.849,551,3,0,554,1,
123,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,6.188,551,3,0,554,1,
123,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,5.53,551,3,0,554,1,
124,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,21.034,575,44,41,619,1,
124,glm-5.3,S5,C,A,False,glm-5.3,glm-5.3,A,4.192,575,72,69,647,1,
124,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,6.108,575,37,33,612,1,
125,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,16.066,579,33,29,612,1,
125,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,6.005,579,3,0,582,1,
125,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,6.334,579,64,59,643,1,
126,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,2.845,590,21,17,611,1,
126,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,9.161,590,84,81,674,1,
126,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,3.044,590,28,24,618,1,
127,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,4.268,646,22,18,668,1,
127,glm-5.3,S5,B,C,False,glm-5.3,glm-5.3,C,3.196,646,3,0,649,1,
127,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,3.611,646,33,30,679,1,
128,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,4.818,582,25,22,607,1,
128,glm-5.3,S5,A,C,False,glm-5.3,glm-5.3,C,22.906,582,27,24,609,1,
128,glm-5.3,S6,A,C,False,glm-5.3,glm-5.3,C,4.798,582,3,0,585,1,
129,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,4.383,588,64,60,652,1,
129,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,8.806,588,72,67,660,1,
129,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,5.29,588,56,53,644,1,
130,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,3.796,514,48,45,562,1,
130,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,6.581,514,35,31,549,1,
130,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,3.336,514,3,0,517,1,
131,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,4.941,602,38,34,640,1,
131,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,4.045,602,3,0,605,1,
131,glm-5.3,S6,A,C,False,glm-5.3,glm-5.3,C,4.695,602,45,42,647,1,
132,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,2.014,542,23,20,565,1,
132,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,9.325,542,21,16,563,1,
132,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,3.064,542,21,17,563,1,
133,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,3.289,533,32,29,565,1,
133,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,3.974,533,32,29,565,1,
133,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,7.625,533,3,0,536,1,
134,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,3.393,515,41,38,556,1,
134,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,2.143,515,3,0,518,1,
134,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,2.159,515,3,0,518,1,
135,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,2.618,668,17,14,685,1,
135,glm-5.3,S5,B,A,False,glm-5.3,glm-5.3,A,4.296,668,54,51,722,1,
135,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,3.641,668,13,10,681,1,
136,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.537,450,3,0,453,1,
136,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.797,450,32,29,482,1,
136,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,3.491,450,44,41,494,1,
137,glm-5.3,S4,C,A,False,glm-5.3,glm-5.3,A,3.332,655,30,26,685,1,
137,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,3.91,655,51,47,706,1,
137,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,3.486,655,29,26,684,1,
138,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,12.523,697,3,0,700,1,
138,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,7.392,697,20,17,717,1,
138,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,2.689,697,20,17,717,1,
139,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,3.248,630,3,0,633,1,
139,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,5.032,630,3,0,633,1,
139,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,2.197,630,3,0,633,1,
140,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,1.758,509,3,0,512,1,
140,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,1.828,509,3,0,512,1,
140,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,2.262,509,3,0,512,1,
141,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,7.465,502,19,15,521,1,
141,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,3.375,502,16,13,518,1,
141,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,13.046,502,3,0,505,1,
142,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.593,525,3,0,528,1,
142,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.842,525,3,0,528,1,
142,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,3.753,525,3,0,528,1,
143,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,11.521,586,90,87,676,1,
143,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,5.342,586,44,41,630,1,
143,glm-5.3,S6,C,B,False,glm-5.3,glm-5.3,B,2.092,586,3,0,589,1,
144,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,2.143,640,3,0,643,1,
144,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,3.149,640,3,0,643,1,
144,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,5.768,640,3,0,643,1,
145,glm-5.3,S4,A,C,False,glm-5.3,glm-5.3,C,29.477,528,337,333,865,1,
145,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.503,528,9,6,537,1,
145,glm-5.3,S6,A,C,False,glm-5.3,glm-5.3,C,4.739,528,3,0,531,1,
146,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,4.503,572,3,0,575,1,
146,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,7.037,572,94,91,666,1,
146,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,9.934,572,30,27,602,1,
147,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,3.024,654,3,0,657,1,
147,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.546,654,3,0,657,1,
147,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,4.15,654,22,19,676,1,
148,glm-5.3,S4,A,B,False,glm-5.3,glm-5.3,B,8.789,509,3,0,512,1,
148,glm-5.3,S5,A,C,False,glm-5.3,glm-5.3,C,2.768,509,3,0,512,1,
148,glm-5.3,S6,A,C,False,glm-5.3,glm-5.3,C,5.599,509,114,109,623,1,
149,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,1.976,495,3,0,498,1,
149,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,24.696,495,3,0,498,1,
149,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,3.012,495,3,0,498,1,
150,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,17.399,631,3,0,634,1,
150,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.429,631,3,0,634,1,
150,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,1.613,631,3,0,634,1,
151,glm-5.3,S4,C,A,False,glm-5.3,glm-5.3,A,1.98,503,3,0,506,1,
151,glm-5.3,S5,C,A,False,glm-5.3,glm-5.3,A,3.135,503,26,21,529,1,
151,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.684,503,27,24,530,1,
152,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,18.008,601,22,18,623,1,
152,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,1.562,601,3,0,604,1,
152,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,4.957,601,17,14,618,1,
153,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,9.593,543,3,0,546,1,
153,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,1.982,543,15,12,558,1,
153,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,2.285,543,3,0,546,1,
154,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,9.83,643,3,0,646,1,
154,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,9.641,643,3,0,646,1,
154,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,2.112,643,3,0,646,1,
155,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,3.204,673,27,24,700,1,
155,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.921,673,32,28,705,1,
155,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,21.384,673,24,20,697,1,
156,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,4.024,648,3,0,651,1,
156,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,6.042,648,3,0,651,1,
156,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,16.104,648,3,0,651,1,
157,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,2.653,548,15,12,563,1,
157,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,10.231,548,41,38,589,1,
157,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,7.061,548,10,7,558,1,
158,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,1.889,698,3,0,701,1,
158,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,3.174,698,3,0,701,1,
158,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,1.79,698,3,0,701,1,
159,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.586,575,3,0,578,1,
159,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,4.697,575,3,0,578,1,
159,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,2.629,575,3,0,578,1,
160,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,2.366,546,3,0,549,1,
160,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.811,546,3,0,549,1,
160,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,6.934,546,25,22,571,1,
161,glm-5.3,S4,A,C,False,glm-5.3,glm-5.3,C,4.338,596,3,0,599,1,
161,glm-5.3,S5,A,C,False,glm-5.3,glm-5.3,C,4.226,596,57,52,653,1,
161,glm-5.3,S6,A,C,False,glm-5.3,glm-5.3,C,3.737,596,27,24,623,1,
162,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,7.763,622,3,0,625,1,
162,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,3.82,622,23,20,645,1,
162,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,5.335,622,3,0,625,1,
163,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,5.074,479,3,0,482,1,
163,glm-5.3,S5,C,B,False,glm-5.3,glm-5.3,B,2.81,479,3,0,482,1,
163,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,3.807,479,3,0,482,1,
164,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,5.958,561,3,0,564,1,
164,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,3.165,561,3,0,564,1,
164,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,4.254,561,82,79,643,1,
165,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,3.513,608,49,46,657,1,
165,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,3.049,608,36,31,644,1,
165,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,18.436,608,79,76,687,1,
166,glm-5.3,S4,C,B,False,glm-5.3,glm-5.3,B,2.553,607,3,0,610,1,
166,glm-5.3,S5,C,A,False,glm-5.3,glm-5.3,A,2.337,607,3,0,610,1,
166,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,7.912,607,25,22,632,1,
167,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,2.325,646,3,0,649,1,
167,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.936,646,22,19,668,1,
167,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,4.731,646,3,0,649,1,
168,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,3.518,632,50,46,682,1,
168,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,2.176,632,3,0,635,1,
168,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,3.651,632,3,0,635,1,
169,glm-5.3,S4,C,A,False,glm-5.3,glm-5.3,A,2.49,571,24,21,595,1,
169,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.575,571,3,0,574,1,
169,glm-5.3,S6,C,D,False,glm-5.3,glm-5.3,D,5.465,571,94,91,665,1,
170,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,6.255,562,31,27,593,1,
170,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,8.935,562,3,0,565,1,
170,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,1.809,562,3,0,565,1,
171,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,3.513,638,3,0,641,1,
171,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.255,638,3,0,641,1,
171,glm-5.3,S6,A,C,False,glm-5.3,glm-5.3,C,2.598,638,19,16,657,1,
172,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,2.753,522,20,17,542,1,
172,glm-5.3,S5,C,A,False,glm-5.3,glm-5.3,A,5.988,522,3,0,525,1,
172,glm-5.3,S6,C,B,False,glm-5.3,glm-5.3,B,2.336,522,3,0,525,1,
173,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.185,522,3,0,525,1,
173,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.089,522,3,0,525,1,
173,glm-5.3,S6,A,B,False,glm-5.3,glm-5.3,B,5.023,522,57,54,579,1,
174,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.859,715,15,12,730,1,
174,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.943,715,37,33,752,1,
174,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,2.811,715,29,25,744,1,
175,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,1.638,584,3,0,587,1,
175,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,8.631,584,66,63,650,1,
175,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,10.54,584,62,59,646,1,
176,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.407,505,3,0,508,1,
176,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,9.356,505,17,14,522,1,
176,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,3.493,505,3,0,508,1,
177,glm-5.3,S4,D,B,False,glm-5.3,glm-5.3,B,9.279,606,126,123,732,1,
177,glm-5.3,S5,D,B,False,glm-5.3,glm-5.3,B,6.46,606,51,48,657,1,
177,glm-5.3,S6,D,D,True,glm-5.3,glm-5.3,D,2.104,606,3,0,609,1,
178,glm-5.3,S4,A,C,False,glm-5.3,glm-5.3,C,4.694,574,43,40,617,1,
178,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,5.857,574,35,32,609,1,
178,glm-5.3,S6,A,C,False,glm-5.3,glm-5.3,C,2.467,574,26,22,600,1,
179,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,4.112,610,3,0,613,1,
179,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,2.782,610,38,34,648,1,
179,glm-5.3,S6,B,A,False,glm-5.3,glm-5.3,A,2.202,610,3,0,613,1,
180,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,5.318,709,29,26,738,1,
180,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,2.611,709,3,0,712,1,
180,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,3.502,709,3,0,712,1,
181,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,2.32,585,3,0,588,1,
181,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,3.642,585,18,15,603,1,
181,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,1.768,585,3,0,588,1,
182,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,3.445,437,46,43,483,1,
182,glm-5.3,S5,A,B,False,glm-5.3,glm-5.3,B,3.627,437,3,0,440,1,
182,glm-5.3,S6,A,B,False,glm-5.3,glm-5.3,B,10.04,437,3,0,440,1,
183,glm-5.3,S4,C,A,False,glm-5.3,glm-5.3,A,2.429,665,3,0,668,1,
183,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,4.175,665,69,65,734,1,
183,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,5.516,665,38,35,703,1,
184,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,2.765,465,3,0,468,1,
184,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,4.57,465,21,18,486,1,
184,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,4.547,465,17,14,482,1,
185,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,19.84,599,17,13,616,1,
185,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,8.701,599,3,0,602,1,
185,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,6.792,599,3,0,602,1,
186,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,2.81,623,25,22,648,1,
186,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,7.453,623,29,26,652,1,
186,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,6.544,623,29,26,652,1,
187,glm-5.3,S4,B,A,False,glm-5.3,glm-5.3,A,3.636,649,3,0,652,1,
187,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,14.357,649,48,44,697,1,
187,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,12.347,649,3,0,652,1,
188,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.028,608,3,0,611,1,
188,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,4.285,608,3,0,611,1,
188,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,2.23,608,3,0,611,1,
189,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,3.406,505,41,38,546,1,
189,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,3.375,505,61,58,566,1,
